indicator_name,year,value
"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, both sexes (%)",2018,1.283385483
"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, both sexes (%)",2019,1.273172808
"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, both sexes (%)",2020,1.080000043
"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, both sexes (%)",2021,1.279999971
"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, both sexes (%)",2022,1.877333469
"Educational attainment rate, completed Doctoral or equivalent education, population 25+ years, both sexes (%)",2023,1.919479071
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",1998,
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",1999,
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",2000,
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",2001,
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",2002,
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",2003,
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",2004,
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",2005,
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",2006,
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",2007,
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",2008,
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",2009,99.76999664
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",2010,99.80999756
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",2011,99.86000061
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",2012,99.80999756
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",2013,99.83000183
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",2014,99.86000061
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",2015,98.54372238
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",2016,97.76163724
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",2017,99.75
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",2018,97.95484496
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",2019,97.97493288
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",2020,99.80000305
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",2021,99.80999756
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",2022,98.96990628
"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)",2023,99.04693284
"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, both sexes (%)",1998,
"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, both sexes (%)",1999,
"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, both sexes (%)",2000,
"Educational attainment rate, completed Master's or equivalent education or higher, population 25+ years, both sexes (%)",2001,
